name,date,pop,n_leq5,total_cases,zips,cases_lag,totalcases_last,totalcases_last_max,rate_last,rate_last_max,rate_last_ci_upper,rate_last_ci_lower,school_opening_status
A.C.G.C. Public School District,2020-08-20,71340,2,885,"55329, 55350, 55355, 56201, 56209, 56228, 56243, 56251, 56253, 56273, 56288, 56362",786,99,107,13.877207737594617,14.998598261844688,17.840537937800065,11.143572502482513,Elem In-Person / HS Hybrid
Ada-Borup Public School District,2020-08-20,5880,4,40,"56510, 56519, 56545, 56546, 56548, 56550, 56574, 56584",36,4,20,6.802721088435374,34.01360544217687,48.92072529217546,0.1360544217687076,All In-Person
Adrian Public School District,2020-08-20,6598,1,160,"56110, 56122, 56128, 56147, 56155, 56158, 56168, 56185",146,14,18,21.21855107608366,27.280994240678993,39.88417057707456,10.103594304218058,All Hybrid
Aitkin Public School District,2020-08-20,14910,4,39,"55752, 55785, 56342, 56431, 56441, 56447, 56469",28,11,27,7.377598926894701,18.108651911468815,24.93927481455734,3.017716573375866,All In-Person
Albany Public School District,2020-08-20,21670,1,151,"56307, 56310, 56331, 56362, 56368, 56376",129,22,26,10.152284263959391,11.998154130133825,16.61009609905023,5.909914679624402,Elem In-Person / HS Hybrid
Albert Lea Public School District,2020-08-20,55370,3,1438,"55912, 56007, 56009, 56016, 56026, 56029, 56036, 56042, 56043, 56045, 56089",1376,62,74,11.197399313707784,13.364637890554452,16.409708781542992,8.410139889278826,Elem In-Person / HS Hybrid
Alden-Conger Public School District,2020-08-20,24570,1,348,"56007, 56009, 56020, 56029, 56097",333,15,19,6.105006105006105,7.733007733007733,11.210192075433342,3.01544674051016,All In-Person
Alexandria Public School District,2020-08-20,43680,5,195,"56308, 56315, 56319, 56327, 56332, 56334, 56343, 56349, 56354, 56355, 56360, 56361, 56446",174,21,41,4.807692307692308,9.386446886446887,12.259643659653934,2.751408342006995,All In-Person
Annandale Public School District,2020-08-20,24830,0,131,"55302, 55320, 55321, 55358, 55382",118,13,13,5.235602094240838,5.235602094240838,8.081707813092798,2.389496375388877,All In-Person
Anoka-Hennepin Public School District,2020-08-20,439420,0,7145,"55011, 55303, 55304, 55316, 55327, 55369, 55374, 55429, 55430, 55432, 55433, 55434, 55443, 55444, 55445, 55448, 55449",6121,1024,1024,23.30344545082154,23.30344545082154,24.730781484684357,21.87610941695872,All Hybrid
Ashby Public School District,2020-08-20,6590,1,36,"56309, 56324, 56515, 56531",23,13,17,19.726858877086492,25.796661608497722,38.059616124750555,9.00321623685976,Elem In-Person / HS Hybrid
Austin Public School District,2020-08-20,53934,3,1430,"55912, 55917, 55950, 55953, 55970, 55982, 56007, 56036",1373,57,69,10.568472577594838,12.793414172877961,15.812100487877672,7.82480893441416,Elem In-Person / HS Hybrid
Badger Public School District,2020-08-20,8980,3,37,"56714, 56726, 56751, 56759, 56761",32,5,17,5.567928730512249,18.93095768374165,27.93016372629244,0.6874240134748467,All In-Person
Bagley Public School District,2020-08-20,21670,2,59,"56470, 56557, 56589, 56621, 56634, 56652, 56676, 56678",47,12,20,5.537609598523304,9.229349330872173,13.274290019288959,2.4044120139963088,All In-Person
Barnesville Public School District,2020-08-20,54569,3,829,"56514, 56525, 56547, 56549, 56560, 56572, 56579, 56580, 56594",790,39,51,7.146914915061665,9.345965658157562,11.911011695274606,4.903847225189969,All In-Person
Barnum Public School District,2020-08-20,10810,4,74,"55707, 55718, 55726, 55749, 55757, 55767",73,1,17,0.9250693802035153,15.72617946345976,23.20193064404312,0,All In-Person
Battle Lake Public School District,2020-08-20,13860,5,47,"56309, 56326, 56515, 56524, 56528, 56551, 56571, 56576, 56586, 56588",22,25,45,18.037518037518037,32.46753246753247,41.953881462986125,10.966810966810966,Elem In-Person / HS Hybrid
Becker Public School District,2020-08-20,61040,0,773,"55308, 55309, 55319, 55371, 56304",696,77,77,12.61467889908257,12.61467889908257,15.432328014300223,9.797029783864915,Elem In-Person / HS Hybrid
Belgrade-Brooten-Elrosa Public School District,2020-08-20,26791,1,325,"56273, 56289, 56312, 56316, 56325, 56334, 56352, 56378",299,26,30,9.704751595685117,11.1977903027136,15.204868100146038,5.974365179858215,All In-Person
Belle Plaine Public School District,2020-08-20,44180,0,451,"55315, 55322, 55338, 55352, 55368, 56011, 56044, 56071",407,44,44,9.95925758261657,9.95925758261657,12.902030144452956,7.01648502078018,All In-Person
Bemidji Public School District,2020-08-20,43810,5,294,"56461, 56601, 56630, 56633, 56647, 56652, 56667, 56671, 56676, 56678, 56683, 56687",223,71,91,16.206345583200182,20.771513353115726,25.03930799994799,12.436600421039568,Elem In-Person / HS Hybrid
Benson Public School District,2020-08-20,18290,2,138,"56215, 56226, 56231, 56244, 56249, 56260, 56265, 56271, 56381",107,31,39,16.949152542372882,21.323127392017497,28.015416116381008,10.98260352589019,Elem In-Person / HS Hybrid
Bertha-Hewitt Public School District,2020-08-20,22850,4,109,"56361, 56437, 56438, 56440, 56446, 56453, 56479, 56481, 56482, 56551",101,8,24,3.50109409190372,10.50328227571116,14.705470368363263,1.0749596654255875,All In-Person
Big Lake Public School District,2020-08-20,81510,0,566,"55308, 55309, 55330, 55398",474,92,92,11.286958655379708,11.286958655379708,13.593382354482378,8.980534956277038,Elem In-Person / HS Hybrid
Bird Island-Olivia-Lake Lillian Public School District,2020-08-20,14620,3,65,"55310, 55333, 55342, 56216, 56230, 56253, 56277, 56283",58,7,19,4.7879616963064295,12.995896032831737,18.839563563159864,1.2409900344140918,All In-Person
Blackduck Public School District,2020-08-20,38282,7,280,"56601, 56630, 56633, 56647, 56650, 56661, 56663, 56667, 56670, 56683",218,62,90,16.195601065775037,23.509743482576667,28.366906807844437,12.164188017067254,Elem In-Person / HS Hybrid
Blooming Prairie Public School District,2020-08-20,64110,3,1432,"55060, 55912, 55917, 55918, 55924, 55982, 56026, 56045",1351,81,93,12.634534394010295,14.506317267197005,17.45461792100237,9.883013570425831,Elem In-Person / HS Hybrid
Bloomington Public School District,2020-08-20,184210,1,3018,"55344, 55378, 55420, 55423, 55425, 55431, 55435, 55437, 55438, 55439, 55450",2596,422,426,22.90863688181966,23.125780359372452,25.321857889554238,20.72289389148356,All Hybrid
Blue Earth Area Public Schools,2020-08-20,9490,5,79,"56010, 56013, 56014, 56023, 56025, 56027, 56033, 56098",65,14,34,14.752370916754478,35.82718651211802,47.870037633189455,7.024606450919995,Elem In-Person / HS Hybrid
Braham Public School District,2020-08-20,30720,3,97,"55006, 55017, 55030, 55051, 55063, 55069, 55080, 56358",69,28,40,9.114583333333334,13.020833333333332,17.056031389277358,5.738494420776954,All In-Person
Brainerd Public School District,2020-08-20,67860,5,286,"56338, 56364, 56401, 56425, 56431, 56444, 56449, 56450, 56455, 56465, 56468, 56472",238,48,68,7.073386383731211,10.020630710285882,12.402383444211795,5.072313832693782,All In-Person
Brandon-Evansville Public Schools,2020-08-20,15150,4,68,"56309, 56311, 56315, 56326, 56327, 56332, 56339, 56343, 56361, 56515, 56531",46,22,38,14.521452145214521,25.082508250825086,33.05759171341201,8.453323505442956,Elem In-Person / HS Hybrid
Breckenridge Public School District,2020-08-20,23000,5,106,"56520, 56522, 56537, 56543, 56553, 56579, 56594",80,26,46,11.304347826086955,20,25.779724681271965,6.9590964145035406,Elem In-Person / HS Hybrid
Brooklyn Center School District,2020-08-20,22510,0,705,55430,616,89,89,39.53798311861395,39.53798311861395,47.75237806256373,31.323588174664177,Elem Hybrid / HS Distance
Browerville Public School District,2020-08-20,14150,2,392,"56319, 56347, 56438, 56440, 56443, 56446",381,11,19,7.773851590106007,13.42756183745583,19.465329985399098,3.1797988769635452,All In-Person
Browns Valley Public School District,2020-08-20,2810,2,17,"56211, 56219, 56296",8,9,17,32.02846975088968,60.49822064056939,89.25724920359649,11.103202846975089,Elem Hybrid / HS Distance
Buffalo-Hanover-Montrose Public Schools,2020-08-20,129670,0,1128,"55311, 55313, 55328, 55340, 55341, 55349, 55357, 55358, 55363, 55374, 55376, 55390",972,156,156,12.030539060692528,12.030539060692528,13.918438509579834,10.14263961180522,Elem In-Person / HS Hybrid
Buffalo Lake-Hector-Stewart Public Schools,2020-08-20,26160,3,133,"55310, 55312, 55314, 55335, 55342, 55350, 55385, 56228",93,40,52,15.290519877675841,19.87767584097859,25.28048967882983,10.551938674365426,Elem In-Person / HS Hybrid
Burnsville Public School District,2020-08-20,225360,0,3300,"55121, 55122, 55124, 55306, 55337, 55378, 55379",2763,537,537,23.828541001064963,23.828541001064963,25.843964789089693,21.81311721304023,All Hybrid
Butterfield Public School District,2020-08-20,5030,2,97,"56120, 56159, 56160, 56162, 56176",87,10,18,19.880715705765404,35.785288270377734,52.317248005474745,7.558520449443294,Elem In-Person / HS Hybrid
Byron Public School District,2020-08-20,109600,0,1212,"55901, 55902, 55920, 55944, 55955, 55960, 55963, 55976",1090,122,122,11.131386861313867,11.131386861313867,13.106652152708671,9.156121569919067,Elem In-Person / HS Hybrid
Caledonia Public School District,2020-08-20,11270,3,33,"55919, 55921, 55931, 55941, 55943, 55974",12,21,33,18.633540372670808,29.281277728482696,39.27182146159231,10.663843511878042,Elem In-Person / HS Hybrid
Cambridge-Isanti Public School District,2020-08-20,85315,1,396,"55008, 55017, 55029, 55032, 55040, 55056, 55079, 55080, 55371, 55398",310,86,90,10.080290687452381,10.549141417101332,12.728616613935424,7.949798716383804,Elem In-Person / HS Hybrid
Campbell-Tintah Public School District,2020-08-20,23586,3,122,"56274, 56296, 56520, 56522, 56537, 56543, 56565, 56583",91,31,43,13.143390146697193,18.231154074450945,23.680394940910677,8.516569935068752,Elem In-Person / HS Hybrid
Canby Public School District,2020-08-20,7220,5,34,"56136, 56218, 56220, 56257, 56264, 56280, 56291",34,0,20,0,27.700831024930746,39.84125550110689,0,All In-Person
Cannon Falls Public School District,2020-08-20,19690,2,124,"55009, 55018, 55027, 55031, 55065, 55089, 55946",104,20,28,10.15744032503809,14.220416455053327,19.48773242223118,5.705745824378275,Elem In-Person / HS Hybrid
Carlton Public School District,2020-08-20,28490,5,99,"55707, 55718, 55720, 55726, 55733, 55749, 55780, 55797",69,30,50,10.53001053001053,17.55001755001755,22.414634226485198,6.761894655282115,Elem In-Person / HS Hybrid
Cass Lake-Bena Public Schools,2020-08-20,40100,2,275,"56461, 56601, 56626, 56633, 56636, 56672",218,57,65,14.214463840399002,16.209476309226932,20.150130969243182,10.524270450590857,Elem In-Person / HS Hybrid
Cedar Mountain School District,2020-08-20,20270,4,75,"55310, 55332, 55333, 56085, 56087, 56224, 56266, 56270, 56283",62,13,29,6.413418845584608,14.306857424765665,19.514022211141405,2.927044647306651,All In-Person
Centennial Public School District,2020-08-20,139690,0,1299,"55014, 55038, 55110, 55126, 55449",1027,272,272,19.47168730760971,19.47168730760971,21.78575045492465,17.15762416029476,Elem In-Person / HS Hybrid
Central Public School District,2020-08-20,23020,1,149,"55322, 55338, 55339, 55360, 55367, 55368, 55397, 56011",126,23,27,9.99131190269331,11.728931364031277,16.153109795180274,5.907980110472229,All In-Person
Chatfield Public Schools,2020-08-20,49470,4,681,"55904, 55923, 55929, 55934, 55935, 55949, 55975, 55976, 55979, 55990",599,82,98,16.575702445926822,19.809985850010108,23.732162942340583,12.987961416868945,Elem In-Person / HS Hybrid
Chisago Lakes School District,2020-08-20,77210,0,389,"55012, 55013, 55025, 55045, 55056, 55073, 55074, 55079, 55084, 55092",314,75,75,9.713767646677892,9.713767646677892,11.912200222014635,7.515335071341148,All In-Person
Chisholm Public School District,2020-08-20,21360,1,43,"55710, 55719, 55746, 55781",28,15,19,7.022471910112359,8.895131086142321,12.89486981710661,3.468610787187951,All In-Person
Chokio-Alberta Public School District,2020-08-20,10160,2,28,"56207, 56221, 56227, 56235, 56236, 56267, 56278",18,10,18,9.84251968503937,17.716535433070867,25.90115723105689,3.7420627815649374,All In-Person
Clearbrook-Gonvick School District,2020-08-20,9590,1,20,"56542, 56621, 56634, 56644, 56646, 56652, 56684",12,8,12,8.342022940563087,12.51303441084463,19.592950120615225,2.561295970278903,All In-Person
Cleveland Public School District,2020-08-20,30040,0,339,"56017, 56028, 56050, 56057, 56058, 56063, 56082, 56096",239,100,100,33.28894806924101,33.28894806924101,39.81358189081225,26.764314247669777,Elem Hybrid / HS Distance
Climax-Shelly Public Schools,2020-08-20,10302,3,57,"56517, 56523, 56548, 56568, 56581, 56716, 56723",56,1,13,0.9706853038245001,12.618908949718502,19.478625994864508,0,All In-Person
Clinton-Graceville-Beardsley,2020-08-20,7730,3,45,"56210, 56211, 56219, 56221, 56225, 56236, 56240, 56278, 56296",28,17,29,21.992238033635186,37.51617076326002,51.17066367656355,11.53779168666156,All Hybrid
Clinton-Graceville-Beardsley-Wheaton-Sisseton/Wilmot (SD) in Browns Valley (9-12),2020-08-20,2810,2,17,"56211, 56219, 56296",8,9,17,32.02846975088968,60.49822064056939,89.25724920359649,11.103202846975089,Elem Hybrid / HS Distance
Cloquet Public School District,2020-08-20,27240,3,95,"55718, 55720, 55726, 55733, 55779, 55780",62,33,45,12.11453744493392,16.519823788546255,21.34657845363391,7.981151693386735,Elem In-Person / HS Hybrid
Colman-Egan School District 50-5,2020-08-20,5310,0,118,56164,103,15,15,28.248587570621467,28.248587570621467,42.544345308034906,13.952829833208028,All Hybrid
Columbia Heights Public School District,2020-08-20,56470,0,1372,"55421, 55432",1213,159,159,28.156543297326014,28.156543297326014,32.53314319414206,23.77994340050996,All Hybrid
Comfrey Public School District,2020-08-20,19395,4,332,"56019, 56022, 56081, 56083, 56085, 56087, 56118, 56120, 56159",295,37,53,19.07708172209332,27.326630574890437,34.683689292595936,12.930026007020103,Elem In-Person / HS Hybrid
Cook County Public Schools,2020-08-20,4970,4,8,"55604, 55605, 55606, 55612, 55613, 55615",4,4,20,8.048289738430583,40.24144869215292,57.878041190742806,0.1609657947686118,All In-Person
Cromwell-Wright Public Schools,2020-08-20,5740,4,22,"55707, 55726, 55757, 55780, 55787, 55798",21,1,17,1.7421602787456445,29.61672473867596,43.6956219968826,0,All In-Person
Crookston Public School District,2020-08-20,21720,3,159,"56517, 56523, 56716, 56721, 56722, 56723, 56750",138,21,33,9.668508287292818,15.193370165745856,20.37722964420559,5.533218986135614,All In-Person
Crosby-Ironton Public School District,2020-08-20,50450,4,240,"56401, 56431, 56441, 56442, 56444, 56447, 56448, 56455, 56465, 56468",189,51,67,10.109018830525272,13.2804757185332,16.460513663601585,7.334549113985335,Elem In-Person / HS Hybrid
Dassel-Cokato Public School District,2020-08-20,41180,0,202,"55302, 55321, 55324, 55325, 55349, 55350, 55382",149,53,53,12.870325400679942,12.870325400679942,16.335360704951388,9.405290096408496,Elem In-Person / HS Hybrid
Dawson-Boyd Public School District,2020-08-20,20060,4,150,"56208, 56218, 56220, 56223, 56232, 56256, 56264, 56265, 56291",126,24,40,11.964107676969093,19.940179461615152,26.11970509863412,7.177467701041846,Elem In-Person / HS Hybrid
Deer River Public School District,2020-08-20,11216,2,24,"55721, 56628, 56636, 56637, 56657, 56659, 56672, 56680, 56688",20,4,12,3.566333808844508,10.699001426533524,16.75253135312946,0.07132667617689023,All In-Person
Delano Public School District,2020-08-20,64420,0,473,"55313, 55328, 55340, 55357, 55359, 55363, 55373, 55388",414,59,59,9.158646383110835,9.158646383110835,11.495660612515131,6.82163215370654,All In-Person
Dell Rapids School District 49-3,2020-08-20,6350,0,130,"56144, 56164",114,16,16,25.196850393700785,25.196850393700785,37.54330708661418,12.850393700787402,All Hybrid
Detroit Lakes Public School District,2020-08-20,27556,3,152,"56501, 56511, 56521, 56544, 56569, 56575, 56577, 56578, 56587, 56589",137,15,27,5.4434605893453325,9.7982290608216,13.494142382241614,2.6886894474646037,All In-Person
Dilworth-Glyndon-Felton,2020-08-20,53870,4,803,"56514, 56519, 56529, 56536, 56546, 56547, 56549, 56560, 56580, 56585",764,39,55,7.239651011694821,10.209764247261926,12.908065534566083,4.967477988331007,All In-Person
Dover-Eyota Public School District,2020-08-20,44960,0,652,"55904, 55923, 55929, 55932, 55934, 55964, 55972",575,77,77,17.126334519572953,17.126334519572953,20.95171935037557,13.300949688770338,Elem In-Person / HS Hybrid
Duluth Public School District,2020-08-20,95640,1,571,"55724, 55802, 55803, 55804, 55805, 55806, 55807, 55808, 55810, 55811, 55812",373,198,202,20.70263488080301,21.120869928900042,24.03354600491026,17.818941377272925,All Hybrid
East Central School District,2020-08-20,14000,7,97,"55037, 55072, 55704, 55712, 55735, 55749, 55756, 55795, 56342",91,6,34,4.285714285714286,24.285714285714285,32.44904693849771,0.8564286458178368,All In-Person
East Grand Forks Public School District,2020-08-20,13460,2,104,"56721, 56722, 56723, 56762",87,17,25,12.630014858841012,18.573551263001484,25.85438335809807,6.626086904746944,Elem In-Person / HS Hybrid
Eastern Carver County Public Schools,2020-08-20,114320,0,1265,"55315, 55317, 55318, 55322, 55331, 55346, 55386, 55387",1060,205,205,17.932120363890835,17.932120363890835,20.386890245278313,15.477350482503354,Elem In-Person / HS Hybrid
Eden Prairie Public School District,2020-08-20,133310,0,1487,"55343, 55344, 55345, 55346, 55347, 55438, 55439",1311,176,176,13.202310404320757,13.202310404320757,15.152827121475232,11.251793687166279,Elem In-Person / HS Hybrid
Eden Valley-Watkins School District,2020-08-20,31850,0,253,"55329, 55355, 55389, 56243, 56320, 56362, 56368",223,30,30,9.419152276295133,9.419152276295133,12.789752630173078,6.048551922417189,All In-Person
Edgerton Public School District,2020-08-20,11092,4,228,"56122, 56128, 56134, 56144, 56147, 56151, 56153, 56155, 56164, 56186",205,23,39,20.735665344392356,35.160476018752256,46.195632957862294,12.26124253002801,All Hybrid
Edina Public School District,2020-08-20,142470,0,1813,"55344, 55410, 55416, 55424, 55435, 55436, 55437, 55438, 55439",1593,220,220,15.441847406471537,15.441847406471537,17.482382120405347,13.40131269253773,Elem In-Person / HS Hybrid
Elk River Public School District,2020-08-20,258240,0,2539,"55301, 55303, 55309, 55311, 55327, 55330, 55341, 55362, 55369, 55374, 55376, 55398",2127,412,412,15.954151177199504,15.954151177199504,17.494720218988594,14.413582135410412,Elem In-Person / HS Hybrid
Elkton School District 05-3 in Lake Benton (7-12),2020-08-20,8960,1,171,"56142, 56149, 56164, 56178",149,22,26,24.553571428571427,29.017857142857142,40.17196232884136,14.293286953957677,All Hybrid
Ellsworth Community School District,2020-08-20,17400,0,63,55066,44,19,19,10.919540229885056,10.919540229885056,15.829564327206736,6.009516132563379,Elem In-Person / HS Hybrid
Ellsworth Public School District,2020-08-20,9340,0,160,"56110, 56129, 56156, 56158, 56168",127,33,33,35.33190578158458,35.33190578158458,47.386876645839976,23.276934917329193,Elem Hybrid / HS Distance
Ely Public School District,2020-08-20,6110,2,4,"55706, 55731",4,0,8,0,13.093289689034371,22.166476537647352,0,All In-Person
Esko Public School District,2020-08-20,30600,1,114,"55718, 55720, 55733, 55810",65,49,53,16.013071895424837,17.320261437908496,21.98333836045419,11.529411764705882,Elem In-Person / HS Hybrid
Estherville Lincoln Central Community School District,2020-08-20,560,0,10,56121,10,0,0,0,0,0,0,All In-Person
Eveleth-Gilbert School District,2020-08-20,22847,2,27,"55705, 55708, 55732, 55734, 55741, 55751, 55763, 55792",18,9,17,3.939248041318335,7.440801855823522,10.977934532415903,1.3656059876570228,All In-Person
Fairmont Area School District,2020-08-20,17655,3,204,"56031, 56039, 56075, 56088, 56121, 56127, 56171, 56181",196,8,20,4.531294250920419,11.328235627301048,16.29305379314595,1.3912675363905227,All In-Person
Faribault Public School District,2020-08-20,69180,3,1192,"55018, 55019, 55021, 55046, 55049, 55052, 55053, 55057, 55087, 55946, 56052, 56069",1098,94,106,13.587742122000577,15.322347499277246,18.23929388209519,10.840863682990458,Elem In-Person / HS Hybrid
Farmington Public School District,2020-08-20,135800,0,1172,"55024, 55031, 55033, 55044, 55057",950,222,222,16.34756995581738,16.34756995581738,18.49803698633819,14.197102925296567,Elem In-Person / HS Hybrid
Fergus Falls Public School District,2020-08-20,22580,3,81,"56324, 56522, 56533, 56534, 56537, 56579, 56586",56,25,37,11.071744906997344,16.386182462356068,21.666171195475865,6.731620903454384,Elem In-Person / HS Hybrid
Fertile-Beltrami School District,2020-08-20,15120,5,89,"56510, 56516, 56517, 56535, 56540, 56545, 56592, 56716, 56736",79,10,30,6.613756613756613,19.841269841269842,26.94137706818866,2.514507795019826,All In-Person
Fillmore Central,2020-08-20,17540,4,70,"55922, 55923, 55935, 55939, 55949, 55951, 55965, 55975, 55990",59,11,27,6.271379703534778,15.393386545039908,21.19980544384549,2.5652311350646615,All In-Person
Fisher Public School District,2020-08-20,19220,2,133,"56523, 56716, 56721, 56722, 56723",114,19,27,9.885535900104058,14.04786680541103,19.346752730751817,5.440456852580789,All In-Person
Flandreau School District 50-3,2020-08-20,6350,0,130,"56144, 56164",114,16,16,25.196850393700785,25.196850393700785,37.54330708661418,12.850393700787402,All Hybrid
Floodwood Public School District,2020-08-20,3830,5,35,"55702, 55711, 55736, 55752, 55765, 55798",34,1,21,2.610966057441253,54.83028720626632,78.28158841282885,0,All In-Person
Foley Public School District,2020-08-20,71120,3,828,"55319, 55371, 56304, 56329, 56330, 56338, 56357, 56364, 56367, 56379",765,63,75,8.858267716535433,10.545556805399325,12.932240989057226,6.670835530222189,All In-Person
Forest Lake Public School District,2020-08-20,205440,0,1396,"55005, 55011, 55013, 55014, 55025, 55038, 55045, 55047, 55073, 55079, 55082, 55092, 55304",1101,295,295,14.35942367601246,14.35942367601246,15.998058095460602,12.72078925656432,Elem In-Person / HS Hybrid
Fosston Public School District,2020-08-20,11240,5,28,"56516, 56542, 56556, 56592, 56621, 56634, 56644, 56646, 56651, 56684",20,8,28,7.117437722419929,24.91103202846975,34.13820741937117,2.1853050137877825,All In-Person
Franconia Public School District,2020-08-20,12620,0,48,"55045, 55073, 55074",42,6,6,4.754358161648177,4.754358161648177,8.558637001469911,0.9500793218264434,All In-Person
Frazee-Vergas Public School District,2020-08-20,33478,2,142,"56464, 56501, 56544, 56570, 56573, 56575, 56578, 56587, 56593",123,19,27,5.675368898978434,8.064997909074616,11.107132668769042,3.123411813925647,All In-Person
Fridley Public School District,2020-08-20,56470,0,1372,"55421, 55432",1213,159,159,28.156543297326014,28.156543297326014,32.53314319414206,23.77994340050996,All Hybrid
Fulda Public School District,2020-08-20,24100,1,1779,"56114, 56119, 56131, 56137, 56141, 56165, 56172, 56183, 56185, 56187",1726,53,57,21.991701244813278,23.651452282157678,29.79156659466003,16.07094797386315,All Hybrid
G.F.W.,2020-08-20,27830,4,99,"55312, 55314, 55332, 55333, 55335, 55342, 55385, 55396, 56054, 56073",83,16,32,5.749191519942508,11.498383039885017,15.482369503774727,2.9320876751706795,All In-Person
Glencoe-Silver Lake School District,2020-08-20,51018,2,370,"55307, 55312, 55321, 55334, 55336, 55338, 55350, 55354, 55366, 55367, 55368, 55370, 55381, 55385, 55395",236,134,142,26.265239719314753,27.833313732408172,32.41132454508477,21.818056307681832,All Hybrid
Glenville-Emmons School District,2020-08-20,50930,2,1409,"55912, 56007, 56009, 56029, 56036, 56043",1352,57,65,11.19183192617318,12.762615354408013,15.865310266378394,8.286338996047384,Elem In-Person / HS Hybrid
Goodhue Public School District,2020-08-20,37200,1,160,"55009, 55027, 55041, 55066, 55956",126,34,38,9.13978494623656,10.215053763440862,13.4629708187686,6.06756298013527,All In-Person
Goodridge Public School District,2020-08-20,15278,3,80,"56684, 56701, 56724, 56725, 56727, 56737, 56742",78,2,14,1.3090718680455555,9.16350307631889,13.963639532711694,0,All In-Person
Grafton Public School District 3,2020-08-20,490,1,2,56744,2,0,4,0,81.6326530612245,161.6326530612245,0,All In-Person
Granada-Huntley-East Chain,2020-08-20,20745,0,245,"56013, 56027, 56031, 56039, 56047, 56088, 56098",225,20,20,9.640877319836106,9.640877319836106,13.86617810161445,5.415576538057761,All In-Person
Grand Meadow Public School District,2020-08-20,7870,2,63,"55926, 55933, 55936, 55961, 55967, 55975",52,11,19,13.97712833545108,24.142312579415503,34.99802024058415,5.717173330245764,Elem In-Person / HS Hybrid
Grand Rapids Public School District,2020-08-20,43805,8,150,"55709, 55721, 55722, 55723, 55736, 55744, 55748, 55752, 55769, 55781, 55784, 55793, 56628, 56630, 56636, 56639, 56657, 56659, 56661, 56680, 56681, 56688",123,27,59,6.163679945211734,13.468782102499715,16.905614807858115,3.8387264585081615,All In-Person
Greenbush-Middle River School District,2020-08-20,17708,3,86,"56701, 56714, 56724, 56726, 56732, 56734, 56735, 56737, 56759",80,6,18,3.38829907386492,10.164897221594758,14.860840155158007,0.6770951570730583,All In-Person
Greenway Public School District,2020-08-20,26658,2,128,"55709, 55716, 55722, 55744, 55764, 55769, 55775, 55786",111,17,25,6.377072548578288,9.378047865556306,13.054242628854377,3.3456046866941955,All In-Person
Grygla Public School District,2020-08-20,2828,3,6,"56724, 56725, 56727, 56737, 56761",6,0,12,0,42.43281471004243,66.44143976545261,0,All In-Person
Hancock Public School District,2020-08-20,10780,1,25,"56226, 56231, 56244, 56249, 56267, 56381",16,9,13,8.348794063079778,12.059369202226346,18.614916975797232,2.8942486085343226,All In-Person
Hastings Public School District,2020-08-20,107641,2,1022,"55001, 55009, 55016, 55031, 55033, 55065, 55068, 55085, 55089",824,198,206,18.394477940561682,19.137689170483366,21.75112570349944,15.832290236270403,Elem In-Person / HS Hybrid
Hawley Public School District,2020-08-20,10280,0,61,"56547, 56549, 56552, 56554",60,1,1,0.972762645914397,0.972762645914397,2.8793774319066148,0,All In-Person
Hayfield Public School District,2020-08-20,63980,3,1323,"55912, 55917, 55918, 55920, 55924, 55926, 55927, 55940, 55944, 55973, 55976, 55982",1239,84,96,13.12910284463895,15.004688965301657,18.00625188862459,10.321397823659442,Elem In-Person / HS Hybrid
Hendricks Public School District,2020-08-20,5560,3,20,"56136, 56142, 56149, 56220",15,5,17,8.992805755395684,30.575539568345324,45.11022846440758,1.1102639642093748,All In-Person
Henning Public School District,2020-08-20,10340,5,23,"56361, 56515, 56524, 56527, 56551, 56571, 56588",16,7,27,6.769825918762089,26.11218568665377,35.96175894439555,1.7546686946938128,All In-Person
Herman-Norcross School District,2020-08-20,6514,2,57,"56221, 56235, 56248, 56274, 56296, 56311, 56531",48,9,17,13.81639545594105,26.09763586122198,38.50366445534328,4.789683758059564,Elem In-Person / HS Hybrid
Hermantown Public School District,2020-08-20,46450,0,247,"55803, 55810, 55811, 55814",146,101,101,21.743810548977397,21.743810548977397,25.984446978987503,17.50317411896729,All Hybrid
Heron Lake-Okabena-Fulda-Worthington in Round Lake-Brewster (9-12),2020-08-20,18650,0,1712,"56119, 56131, 56161, 56167, 56187",1674,38,38,20.37533512064343,20.37533512064343,26.85375412644461,13.896916114842258,All Hybrid
Heron Lake-Okabena School District,2020-08-20,22290,0,1747,"56119, 56131, 56137, 56150, 56161, 56167, 56187",1702,45,45,20.18842530282638,20.18842530282638,26.08707030403713,14.28978030161563,All Hybrid
Hibbing Public School District,2020-08-20,25110,2,45,"55703, 55719, 55736, 55738, 55746, 55768, 55781",30,15,23,5.973715651135006,9.159697331740343,12.9031580189936,2.9505984235099416,All In-Person
Hill City Public School District,2020-08-20,2640,3,12,"55748, 55752, 55785, 56469",8,4,16,15.151515151515152,60.60606060606061,90.30303030303031,0.3030303030303033,Elem In-Person / HS Hybrid
Hills-Beaver Creek School District,2020-08-20,7360,2,66,"56116, 56138, 56156, 56173",54,12,20,16.304347826086957,27.17391304347826,39.08340553233584,7.079294611861415,Elem In-Person / HS Hybrid
Hinckley-Finlayson School District,2020-08-20,27750,4,77,"55007, 55030, 55037, 55051, 55063, 55072, 55735, 56350",60,17,33,6.126126126126127,11.891891891891893,15.949312716113345,3.213950621185364,All In-Person
